img_id,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION
7217,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Regulatory,Public_Transit_Focus,Centered,
88011,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,None,Sparse,Directional,Passenger_Cars_Only,Centered,
37057,Night,Clear,Urban,Dry,Empty,None,No,1,None,Absent,Vehicle_Headlights,No,Flat,Straight,Curb,Industrial,Moderate,Warning,No_Vehicles,Centered,
10434,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,None,Clear,Building_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
85815,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
50281,Daylight,Clear,Residential,Dry,Low,None,No,2,None,Clear,None,No,Flat,Slight_Left,Noise_Wall,Low_Density_Urban,Moderate,Warning,Passenger_Cars_Only,Centered,
4959,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,None,Passenger_Cars_Only,Centered,
16015,Dawn/Dusk,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
99773,Daylight,Clear,Rural,Dry,Empty,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,Multiple_Types,No_Vehicles,Centered,
9220,Daylight,Clear,Residential,Dry,Low,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
62427,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
67583,Daylight,Clear,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Slight_Left,Concrete_Median,None,Dense_Forest,Directional,Mixed_Heavy_Traffic,Centered,
67193,Daylight,Clear,Urban,Dry,Low,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
21002,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Roundabout,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Public_Transit_Focus,Centered,
46343,Dawn/Dusk,Rainy,Urban,Wet,Moderate,None,No,2,Four-Way,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
68744,Daylight,Snowy,Urban,Snow_Covered,Low,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
8671,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
47274,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,T-Junction,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
12108,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Public_Transit_Focus,Centered,
97354,Dawn/Dusk,Rainy,Rural,Wet,Empty,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,None,Sparse/Rural,Dense_Forest,None,No_Vehicles,Centered,
62479,Dawn/Dusk,Clear,Highway,Dry,Low,None,Yes,2,None,Clear,None,No,Uphill,Slight_Right,Concrete_Median,Sparse/Rural,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
76236,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,
95992,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,3,None,Clear,None,No,Uphill,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
64062,Dawn/Dusk,Snowy,Residential,Snow_Covered,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,Curb,Low_Density_Urban,Dense_Forest,None,No_Vehicles,Centered,
65912,Daylight,Clear,Rural,Dry,Low,None,Yes,2,None,Clear,None,No,Flat,Straight,Curb,Sparse/Rural,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,
9386,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
67939,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
8924,Daylight,Cloudy,Urban,Wet,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Slight_Left,Curb,High_Rise,None,Multiple_Types,Passenger_Cars_Only,Centered,
49222,Daylight,Clear,Urban,Dry,Moderate,None,Yes,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
