,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION,conf,iou,lrp
87192,Night,Clear,Highway,Dry,Moderate,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5561078557601342,0.0,0.0
87224,Daylight,Cloudy,Urban,Slushy,Moderate,On_Sidewalk,No,2,Four-Way,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5727759124711156,0.0,0.0
87253,Daylight,Clear,Tunnel,Dry,Low,,No,2,,Clear,Tunnel_Lights,No,Flat,Straight,,,,,Passenger_Cars_Only,Centered,,0.5996635407209396,0.0,0.0
87321,Daylight,Cloudy,Highway,Dry,Low,,No,5+,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.4784066552917163,0.0,0.0
87491,Dawn/Dusk,Snowy,Residential,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,Building_Lights,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.26987424492836,0.0,0.0
87494,Daylight,Cloudy,Highway,Dry,Empty,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,,Moderate,Warning,No_Vehicles,Centered,,0.4985972762107849,0.0,0.0
87537,Daylight,Cloudy,Rural,Dry,Low,,No,2,,Clear,,No,Flat,Slight_Right,Curb,Sparse/Rural,Dense_Forest,Warning,Passenger_Cars_Only,Centered,,0.8040828227996826,0.0,0.0
87769,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5760637521743774,0.0,0.0
87775,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,,Passenger_Cars_Only,Centered,,0.4683540463447571,0.0,0.0
87880,Daylight,Cloudy,Highway,Wet,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5233527251652309,0.0,0.0
87989,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Metal_Guardrail,,Moderate,Directional,Passenger_Cars_Only,Centered,,0.670983761548996,0.0,0.0
88011,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5433828168445163,0.0,0.0
88126,Night,Clear,Urban,Dry,Low,,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.43172400693098706,0.0,0.0
88216,Night,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.531169576679959,0.0,0.0
88396,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,,Mixed_Heavy_Traffic,Centered,,0.5841396888097127,0.0,0.0
88536,Daylight,Cloudy,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Noise_Wall,,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.6133384635815253,0.0,0.0
88561,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5354925625854068,0.0,0.0
88630,Daylight,Clear,Highway,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5096242445356706,0.0,0.0
88746,Daylight,Snowy,Rural,Snow_Covered,Empty,,No,1,,Occluded_by_Snow/Water,,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.0,0.0,0.0
88749,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5294827087358995,0.0,0.0
88817,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.677808940410614,0.0,0.0
88938,Daylight,Rainy,Highway,Wet,Low,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5744840484112501,0.0,0.0
89506,Night,Clear,Highway,Dry,Empty,,No,3,,Clear,Street_Lights,No,Flat,Slight_Right,Concrete_Median,Low_Density_Urban,Sparse,Directional,No_Vehicles,Centered,,0.5758012074690598,0.0,0.0
89829,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,,No,Uphill,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6291316731979972,0.0,0.0
89867,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Slight_Right,Concrete_Median,,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5782593101263046,0.0,0.0
89904,Night,Clear,Highway,Dry,Empty,,No,2,,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,,Sparse,Directional,No_Vehicles,Centered,,0.5254591455062231,0.0,0.0
90129,Daylight,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Uphill,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6884478901823362,0.0,0.0
90239,Dawn/Dusk,Snowy,Rural,Snow_Covered,Empty,,No,1,,Occluded_by_Snow/Water,,No,Flat,Straight,,,Dense_Forest,,No_Vehicles,Centered,,0.35779890418052673,0.0,0.0
90500,Daylight,Cloudy,Urban,Wet,Moderate,,No,3,,Clear,,No,Uphill,Straight,Noise_Wall,Low_Density_Urban,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.5779789941651481,0.0,0.0
90649,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Slight_Left,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.5133692281586784,0.0,0.0
90679,Night,Rainy,Highway,Wet,Moderate,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,,Dense_Forest,Directional,Mixed_Heavy_Traffic,Centered,,0.6356501606377688,0.0,0.0
90691,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,3,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,,0.6444025916211745,0.0,0.0
90740,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Street_Lights,No,Uphill,Straight,Metal_Guardrail,,Moderate,,Passenger_Cars_Only,Centered,,0.6298094590504965,0.0,0.0
90968,Daylight,Snowy,Rural,Snow_Covered,Empty,,No,1,,Occluded_by_Snow/Water,,No,Flat,Straight,,Sparse/Rural,Moderate,,No_Vehicles,Centered,,0.2773381322622299,0.0,0.0
90984,Daylight,Cloudy,Highway,Wet,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Warning,Mixed_Heavy_Traffic,Centered,,0.6368954926729202,0.0,0.0
91077,Daylight,Clear,Tunnel,Dry,Low,,No,2,,Clear,Tunnel_Lights,No,Flat,Straight,Curb,,,Directional,Passenger_Cars_Only,Centered,,0.7828060388565063,0.0,0.0
91114,Daylight,Snowy,Rural,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Slight_Right,,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.0,0.0,0.0
91120,Daylight,Snowy,Rural,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.45492346584796906,0.0,0.0
91121,Dawn/Dusk,Snowy,Rural,Snow_Covered,Low,,No,1,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,,,Dense_Forest,Warning,Passenger_Cars_Only,Centered,,0.7648951709270477,1.0,0.0
91174,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.47907628931782464,0.0,0.0
91298,Dawn/Dusk,Snowy,Residential,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Warning,No_Vehicles,Centered,,0.4874332282278273,0.0,0.0
91436,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Noise_Wall,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.5965298389395078,0.0,0.0
91580,Dawn/Dusk,Cloudy,Rural,Dry,Empty,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,,No_Vehicles,Centered,,0.47510750591754913,0.0,0.0
91628,Daylight,Cloudy,Rural,Dry,Empty,,No,2,,Clear,,No,Uphill,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Regulatory,No_Vehicles,Centered,,0.5383983440697193,0.0,0.0
91686,Night,Clear,Urban,Dry,Low,,No,1,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Park-like,Directional,Passenger_Cars_Only,Centered,,0.6520846470406181,0.0,0.0
91751,Daylight,Clear,Rural,Slushy,Low,,No,2,,Clear,,No,Flat,Straight,,Sparse/Rural,Moderate,,Passenger_Cars_Only,Centered,,0.8641929626464844,0.0,0.0
91764,Daylight,Cloudy,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.47120146950085956,0.0,0.0
91818,Dawn/Dusk,Rainy,Urban,Wet,Moderate,,No,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5433771917896886,0.0,0.0
91913,Daylight,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5774768629559764,0.0,0.0
91944,Night,Rainy,Highway,Wet,High/Congested,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,,Dense_Forest,Directional,Mixed_Heavy_Traffic,Centered,,0.5417167097330093,0.0,0.0
91996,Daylight,Cloudy,Residential,Slushy,Empty,,No,1,,Occluded_by_Snow/Water,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,,No_Vehicles,Centered,,0.3033640384674072,0.0,0.0
92181,Daylight,Cloudy,Rural,Slushy,Low,,No,2,,Faded,,No,Flat,Slight_Right,,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.4622626379132271,0.0,0.0
92191,Daylight,Cloudy,Rural,Dry,Empty,,No,2,,Faded,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Warning,No_Vehicles,Centered,,0.4612903892993927,0.0,0.0
92193,Daylight,Snowy,Rural,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,,,Dense_Forest,,Passenger_Cars_Only,Centered,,0.9366501569747925,0.0,0.0
92314,Daylight,Cloudy,Highway,Wet,Empty,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.504984974861145,0.0,0.0
92427,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5769576983792442,0.0,0.0
92518,Dawn/Dusk,Cloudy,Highway,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.6900092631578445,0.0,0.0
92623,Daylight,Snowy,Rural,Slushy,Low,,No,2,,Clear,,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.5002001821994781,0.0,0.0
92733,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.6545112083355585,0.0,0.0
92889,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Slight_Right,Concrete_Median,Low_Density_Urban,Sparse,,Passenger_Cars_Only,Centered,,0.4249785592158635,0.0,0.0
92938,Daylight,Cloudy,Rural,Dry,Low,,No,2,,Clear,,No,Flat,Slight_Right,Curb,Sparse/Rural,Moderate,Warning,Passenger_Cars_Only,Centered,,0.650356836616993,0.0,0.0
92979,Daylight,Clear,Urban,Dry,Moderate,,No,2,Roundabout,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6257257536053658,0.0,0.0
93029,Daylight,Cloudy,Highway,Wet,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5984919170538584,0.0,0.0
93039,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Industrial,Moderate,Directional,Passenger_Cars_Only,Centered,,0.550584077835083,0.0,0.0
93124,Night,Clear,Residential,Dry,Low,,No,1,,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5699798222631216,0.0,0.0
93238,Daylight,Clear,Highway,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Industrial,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,,0.5321096525742457,0.0,0.0
93652,Daylight,Snowy,Residential,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,,No_Vehicles,Centered,,0.4759187579154968,0.0,0.0
93757,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6662205874919891,0.0,0.0
93818,Night,Clear,Tunnel,Dry,Low,,No,3,,Clear,Tunnel_Lights,No,Flat,Slight_Right,Curb,,,,Mixed_Heavy_Traffic,Centered,,0.5374605357646942,0.0,0.0
93972,Dawn/Dusk,Snowy,Residential,Snow_Covered,Low,,No,1,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Dense_Forest,,Passenger_Cars_Only,Centered,,0.3638149261474609,0.0,0.0
94020,Daylight,Clear,Residential,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.523094926561628,0.0,0.0
94096,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5891239803570968,0.0,0.0
94211,Twilight,Snowy,Rural,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,,,Dense_Forest,,Passenger_Cars_Only,Centered,,0.841579794883728,0.0,0.0
94238,Night,Clear,Urban,Dry,Low,,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.626634215315183,0.0,0.0
94480,Night,Clear,Rural,Snow_Covered,Low,,No,1,,Absent,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Sparse,,Passenger_Cars_Only,Centered,,0.5384691953659058,0.0,0.0
94504,Night,Rainy,Urban,Wet,Low,,No,2,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,,0.514673941901752,0.0,0.0
94926,Night,Rainy,Highway,Wet,Moderate,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.6011930783589681,0.0,0.0
94969,Night,Clear,Tunnel,Dry,Moderate,,No,3,,Clear,Tunnel_Lights,No,Flat,Straight,Noise_Wall,,,,Passenger_Cars_Only,Centered,,0.6052211225032806,0.0,0.0
94999,Night,Clear,Highway,Dry,Moderate,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,,Mixed_Heavy_Traffic,Centered,,0.593976229429245,0.0,0.0
95084,Night,Rainy,Highway,Wet,Moderate,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,,Passenger_Cars_Only,Centered,,0.6256852547327677,0.0,0.0
95263,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,,,,Mixed_Heavy_Traffic,Centered,,0.5159924084489996,0.0,0.0
95276,Dawn/Dusk,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6577159762382507,1.0,0.0
95383,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5753788103659948,0.0,0.0
95426,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Noise_Wall,Industrial,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.614805081486702,0.0,0.0
95732,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,,Passenger_Cars_Only,Centered,,0.6629627997224982,0.0,0.0
95937,Daylight,Clear,Residential,Dry,Moderate,,No,2,,Faded,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5470797552002801,0.0,0.0
95960,Daylight,Rainy,Highway,Wet,Low,,No,3,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.5246295034885406,0.0,0.0
95978,Dawn/Dusk,Cloudy,Residential,Slushy,Low,,No,2,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.670373969607883,0.0,0.0
95992,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,3,,Clear,,No,Uphill,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6071863050262133,0.0,0.0
96117,Daylight,Cloudy,Rural,Wet,Low,,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Sparse/Rural,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.5246544033288956,0.0,0.0
96232,Dawn/Dusk,Cloudy,Rural,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.6040779799222946,0.0,0.0
96578,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5832627405722935,0.0,0.0
96630,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.6428967912991842,0.0,0.0
96662,Daylight,Cloudy,Highway,Wet,Empty,,No,2,T-Junction,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,Directional,No_Vehicles,Centered,,0.6197398432663509,0.0,0.0
96678,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5357734660307566,0.0,0.0
96700,Daylight,Cloudy,Highway,Dry,Empty,,No,2,,Clear,,No,Flat,Straight,,,Dense_Forest,Multiple_Types,No_Vehicles,Centered,,0.6158888190984726,0.0,0.0
96709,Daylight,Cloudy,Highway,Slushy,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Slight_Right,Metal_Guardrail,,Dense_Forest,Warning,Mixed_Heavy_Traffic,Centered,,0.7357441186904907,0.0,0.0
96740,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,,Passenger_Cars_Only,Centered,,0.47769253328442574,0.0,0.0
96745,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,Low_Density_Urban,,,Passenger_Cars_Only,Centered,,0.41367482021450996,0.0,0.0
96816,Daylight,Cloudy,Urban,Dry,Low,,Yes,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Public_Transit_Focus,Centered,,0.6079814649290509,0.0,0.0
96838,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6206339399019877,0.0,0.0
97266,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.472355417907238,0.0,0.0
97305,Daylight,Clear,Tunnel,Dry,Low,,No,3,,Clear,Tunnel_Lights,No,Flat,Straight,Metal_Guardrail,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5748858590920766,0.0,0.0
97350,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5728398391178676,0.0,0.0
97354,Dawn/Dusk,Rainy,Rural,Wet,Empty,,No,2,,Clear,Street_Lights,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.48725447058677673,0.0,0.0
97627,Dawn/Dusk,Rainy,Urban,Wet,Moderate,,No,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Slight_Left,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.606242529181547,0.0,0.0
97731,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Directional,Mixed_Heavy_Traffic,Centered,,0.6693103244671454,0.0,0.0
97765,Night,Clear,Tunnel,Dry,Low,,No,2,,Clear,Tunnel_Lights,No,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5525367148220539,0.0,0.0
97769,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6233503865568262,0.0,0.0
97774,Daylight,Snowy,Rural,Snow_Covered,Empty,,No,1,,Absent,,No,Flat,Straight,,,Dense_Forest,,No_Vehicles,Centered,,0.25687375664711,0.0,0.0
98007,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.6671387888491154,0.0,0.0
98024,Daylight,Snowy,Rural,Snow_Covered,Empty,,No,1,,Occluded_by_Snow/Water,,No,Flat,Straight,,,Dense_Forest,,No_Vehicles,Centered,,0.44495290517807007,0.0,0.0
98053,Daylight,Clear,Urban,Dry,Low,,No,2,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,,Passenger_Cars_Only,Centered,,0.5708240429560344,0.0,0.0
98090,Night,Clear,Highway,Dry,Moderate,,No,3,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.5956691861152649,0.0,0.0
98126,Daylight,Snowy,Urban,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,,No_Vehicles,Centered,,0.510050043463707,0.0,0.0
98274,Daylight,Cloudy,Rural,Slushy,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.4826908499002457,0.0,0.0
98787,Night,Snowy,Rural,Snow_Covered,Low,,No,1,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Slight_Right,,,Dense_Forest,,Passenger_Cars_Only,Centered,,0.7879130244255066,0.0,0.0
98828,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5780719220638275,0.0,0.0
98954,Daylight,Cloudy,Rural,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Sparse/Rural,Moderate,,Passenger_Cars_Only,Centered,,0.5627638809382915,0.0,0.0
98961,Dawn/Dusk,Clear,Residential,Snow_Covered,Low,,No,1,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,,Passenger_Cars_Only,Centered,,0.9084774255752563,0.0,0.0
99021,Daylight,Cloudy,Rural,Slushy,Low,,No,2,T-Junction,Clear,,No,Flat,Straight,,Sparse/Rural,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,,0.6000211238861084,0.0,0.0
99070,Daylight,Snowy,Urban,Snow_Covered,Low,,No,2,Roundabout,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Slight_Right,Curb,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6153567082741681,0.0,0.0
99145,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.5763688087463379,0.0,0.0
99270,Dawn/Dusk,Snowy,Rural,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,,,Dense_Forest,,No_Vehicles,Centered,,0.0,0.0,0.0
99341,Night,Clear,Rural,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Sparse/Rural,Dense_Forest,Warning,Passenger_Cars_Only,Centered,,0.5669171114762624,0.0,0.0
99401,Daylight,Cloudy,Highway,Wet,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,Warning,Passenger_Cars_Only,Centered,,0.4625930696725845,0.0,0.0
